id,url,owner_id,name,descriptor,language,created_at,forked_from,deleted,updated_at
42302105,https://api.github.com/repos/kosiorowski/corefx,28319487,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2016-07-30 00:25:47,13378441,0,1970-01-02 00:00:00
42302467,https://api.github.com/repos/aggieben/corefx,344891,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2015-12-10 23:02:31,13378441,0,1970-01-02 00:00:00
42452825,https://api.github.com/repos/OzieGamma/corefx,4661781,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2016-07-29 13:20:27,13378441,0,1970-01-02 00:00:00
59349639,https://api.github.com/repos/Shiney/corefx,914968,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2017-03-10 16:29:53,13378441,0,1970-01-02 00:00:00
59372451,https://api.github.com/repos/Maoni0/corefx,6888962,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2015-12-22 18:38:21,13378441,0,1970-01-02 00:00:00
59382417,https://api.github.com/repos/luhenry/corefx,34400710,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2016-02-22 20:59:50,13378441,0,2019-04-23 17:07:57
59424438,https://api.github.com/repos/Tuliopeter09/corefx,8368965,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2017-03-11 16:41:18,13378441,0,1970-01-02 00:00:00
59718004,https://api.github.com/repos/tyh123ooo/corefx,30542381,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2017-03-15 02:32:34,13378441,0,1970-01-02 00:00:00
75394724,https://api.github.com/repos/dason2u/corefx,38326074,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2017-09-22 07:47:43,13378441,0,1970-01-02 00:00:00
75400257,https://api.github.com/repos/zhaohj1/corefx,38328965,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2017-09-22 09:44:15,13378441,0,1970-01-02 00:00:00
75442054,https://api.github.com/repos/LewisJohnson/corefx,8753564,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2017-09-23 10:06:16,13378441,0,1970-01-02 00:00:00
75457885,https://api.github.com/repos/OmarMeriwani/corefx,31900825,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2017-09-23 20:35:58,13378441,0,1970-01-02 00:00:00
75488997,https://api.github.com/repos/arndtdv/corefx,1085766,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2017-09-24 13:16:45,13378441,0,2018-11-17 22:02:30
75726397,https://api.github.com/repos/code4clouds/corefx,36713063,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2017-09-26 07:10:40,13378441,0,1970-01-02 00:00:00
106633827,https://api.github.com/repos/eissa4444/corefx,8240566,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-12 13:46:31,13378441,0,1970-01-02 00:00:00
106661203,https://api.github.com/repos/Suchiman/corefx,5136466,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-12 22:11:26,13378441,0,1970-01-02 00:00:00
106686446,https://api.github.com/repos/fanzcsoft/corefx,45379694,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-13 05:59:00,13378441,0,1970-01-02 00:00:00
106719870,https://api.github.com/repos/aleksandr-kalinin/corefx,45387808,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-13 12:33:13,13378441,0,1970-01-02 00:00:00
106733598,https://api.github.com/repos/nelsons4321sc/corefx,36152054,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-13 14:56:49,13378441,0,1970-01-02 00:00:00
106743000,https://api.github.com/repos/dreecarvalho/corefx,45172599,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-13 16:45:20,13378441,0,1970-01-02 00:00:00
106774347,https://api.github.com/repos/jtl1012/corefx,45383504,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-14 01:02:06,13378441,0,1970-01-02 00:00:00
106808369,https://api.github.com/repos/yunacchi/corefx,35183343,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-14 08:30:39,13378441,0,1970-01-02 00:00:00
106830047,https://api.github.com/repos/stormwild/corefx,36004,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-14 12:45:58,13378441,0,1970-01-02 00:00:00
106831275,https://api.github.com/repos/0x00000FF/corefx,33792030,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-14 12:59:43,13378441,0,1970-01-02 00:00:00
106873744,https://api.github.com/repos/st0le/corefx,1882447,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-14 21:58:26,13378441,0,1970-01-02 00:00:00
106883121,https://api.github.com/repos/alexguimenti/corefx,34115127,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-15 01:08:11,13378441,0,1970-01-02 00:00:00
106928886,https://api.github.com/repos/sirkadirov/corefx,3611245,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-15 11:23:47,13378441,0,1970-01-02 00:00:00
106940468,https://api.github.com/repos/SamoilenkoF/corefx,40917769,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-15 13:42:04,13378441,0,1970-01-02 00:00:00
106964965,https://api.github.com/repos/Rutix/corefx,132197,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-15 18:36:51,13378441,0,1970-01-02 00:00:00
106966637,https://api.github.com/repos/iainnicol/corefx,2454389,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-15 18:58:10,13378441,0,2019-02-14 02:33:13
106970103,https://api.github.com/repos/216Giorgiy/corefx,37588014,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-15 19:40:43,13378441,0,1970-01-02 00:00:00
106971307,https://api.github.com/repos/CarlOlson/corefx,3353681,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-15 19:58:46,13378441,0,1970-01-02 00:00:00
107006680,https://api.github.com/repos/lucasjct/corefx,45449249,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 05:30:53,13378441,0,1970-01-02 00:00:00
107008470,https://api.github.com/repos/caolingyi/corefx,32569150,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 05:57:17,13378441,0,1970-01-02 00:00:00
107011195,https://api.github.com/repos/gmori1018/corefx,45416940,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 06:29:40,13378441,0,1970-01-02 00:00:00
107030679,https://api.github.com/repos/DestZhenhua/corefx,35927640,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 10:02:50,13378441,0,1970-01-02 00:00:00
107032153,https://api.github.com/repos/zhangzdb/corefx,7647133,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 10:19:25,13378441,0,1970-01-02 00:00:00
107035046,https://api.github.com/repos/hnscdg/corefx,12533560,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 10:58:58,13378441,0,1970-01-02 00:00:00
107043497,https://api.github.com/repos/liuyongtao/corefx,13128210,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 12:50:42,13378441,0,1970-01-02 00:00:00
107084295,https://api.github.com/repos/AraHaan/corefx,10106839,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 21:58:00,13378441,0,2018-11-02 18:46:31
107087183,https://api.github.com/repos/andreykhr/corefx,1034438,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 22:57:29,13378441,0,1970-01-02 00:00:00
107088130,https://api.github.com/repos/TimLovellSmith/corefx,945170,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-16 23:18:12,13378441,0,1970-01-02 00:00:00
107102120,https://api.github.com/repos/nocomplain/corefx,6449836,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others. We welcome contributions.",C#,2018-08-17 03:09:42,13378441,0,1970-01-02 00:00:00
122580728,https://api.github.com/repos/luskafaria/corefx,48694375,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-10 12:15:26,13378441,0,2019-01-10 12:20:32
122583706,https://api.github.com/repos/nufyoot/corefx,76117,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-10 12:49:46,13378441,0,2019-01-10 12:54:55
122587625,https://api.github.com/repos/sander-/corefx,1207425,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-10 13:34:01,13378441,0,2019-01-10 13:39:06
122603913,https://api.github.com/repos/Regenhardt/corefx,7240881,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-10 16:27:00,13378441,0,2019-02-20 07:30:54
122690362,https://api.github.com/repos/sukney/corefx,41672841,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-11 11:42:52,13378441,0,2019-01-11 11:48:10
122739672,https://api.github.com/repos/stilettk/corefx,3654555,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-11 22:10:42,13378441,0,2019-01-11 22:15:54
122766982,https://api.github.com/repos/Koki-Shimizu/corefx,816326,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-12 07:31:09,13378441,0,2019-01-12 07:36:17
122786320,https://api.github.com/repos/ipy/corefx,1875309,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2016-01-29 04:35:18,13378441,0,2019-01-12 13:01:59
122795345,https://api.github.com/repos/ZhexuanZhou/corefx,36100452,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-12 15:15:18,13378441,0,2019-01-12 15:20:29
122886483,https://api.github.com/repos/xtqqczze/corefx,48054012,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-13 18:46:51,13378441,0,2019-01-13 18:51:57
122960250,https://api.github.com/repos/Swimminginthecoke/corefx,12583601,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-14 12:14:49,13378441,0,2019-01-14 12:20:05
122965848,https://api.github.com/repos/wilfriedb/corefx,6269800,corefx,"This repo contains the .NET Core foundational libraries, called CoreFX. It includes classes for collections, file systems, console, XML, async and many others.",C#,2015-09-01 14:56:24,13378441,0,2019-01-14 13:22:46
122985747,https://api.github.com/repos/ertwros/corefx,48786043,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-14 16:52:19,13378441,0,2019-01-14 16:57:29
122995600,https://api.github.com/repos/wardn/corefx,3358237,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-14 18:44:18,13378441,0,2019-04-27 20:07:22
123023482,https://api.github.com/repos/xiaozhenli/corefx,24249479,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-15 01:21:40,13378441,0,2019-01-15 01:26:48
123037834,https://api.github.com/repos/JayaPavithra/corefx,48795879,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-15 04:14:38,13378441,0,2019-01-15 04:19:45
123045544,https://api.github.com/repos/LowEntropyBody/corefx,36281177,corefx,"CoreFX is the foundational class libraries for .NET Core. It includes types for collections, file systems, console, JSON, XML, async and many others.",C#,2019-01-15 06:27:44,13378441,0,2019-01-15 06:32:52
14185201,https://api.github.com/repos/IAmAnubhavSaini/corefx,250432,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-17 18:08:58,13378441,0,2016-02-19 19:27:47
14200005,https://api.github.com/repos/JoshuaWeber/corefx,6268220,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-18 00:47:28,13378441,0,2016-02-23 06:18:19
14207222,https://api.github.com/repos/obkalu/corefx,953442,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-18 03:32:18,13378441,0,2016-03-01 09:02:17
14215166,https://api.github.com/repos/was263/corefx,6427022,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-18 06:10:09,13378441,0,2016-03-06 06:39:37
14218406,https://api.github.com/repos/cwensley/corefx,12763,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-18 06:25:23,13378441,1,1970-01-01 01:00:01
14219183,https://api.github.com/repos/magastzheng/corefx,3217585,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-18 07:45:20,13378441,0,2016-02-26 19:50:12
14245509,https://api.github.com/repos/cs662/corefx,6438929,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-18 21:44:00,13378441,0,2016-02-11 22:39:06
14264947,https://api.github.com/repos/soberga/corefx,3946903,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 08:02:57,13378441,1,1970-01-01 01:00:01
14268102,https://api.github.com/repos/selvamohandoss/corefx,3847604,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 10:55:19,14107479,0,2016-03-03 16:17:32
14269745,https://api.github.com/repos/RichBarnes/corefx,6446510,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 11:54:44,13378441,0,2016-03-02 20:47:31
14270987,https://api.github.com/repos/justinvp/corefx,136203,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 12:43:43,13378441,0,2018-11-08 23:37:02
14274293,https://api.github.com/repos/adimosh/corefx,5095557,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 13:53:21,13378441,1,1970-01-01 01:00:01
14278293,https://api.github.com/repos/kazuk/corefx,644697,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 17:46:30,13378441,0,2016-02-24 03:52:18
14278642,https://api.github.com/repos/julioarruda/corefx,2739761,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 18:04:43,13378441,0,2016-02-23 14:29:24
14281601,https://api.github.com/repos/Giorgi/corefx,550294,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 19:16:05,13378441,1,1970-01-01 01:00:01
14281729,https://api.github.com/repos/carlos-sarmiento/corefx,2467295,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 19:21:16,13378441,1,1970-01-01 01:00:01
14285791,https://api.github.com/repos/jburgard/corefx,347848,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-19 22:48:25,13378441,1,2015-10-25 19:11:46
14289898,https://api.github.com/repos/imoyakin/corefx,6263688,corefx,This repository contains the foundational libraries that make up the .NET Core development stack.,C#,2014-12-20 03:13:29,13378441,0,2016-02-20 07:49:43
